id;curso;maior_nota;menor_nota;media;atingiu_media;faltas;status;evadiu;atraso;acordo;periodo
29359;Gastronomia;7,85;5,1;6,72;1;4;Cursando;0;1;0;8
29360;Gastronomia;7,2;6,3;6,89;1;8;Aluno Formado;0;0;0;10
29362;Educação Física;7,85;5,69;6,48;1;4;Cursando;0;0;0;8
29372;Gastronomia;9,15;5,8;7,78;1;2;Cursando;0;0;0;10
29376;Gastronomia;8,4;5,55;7,05;1;12;Cursando;0;0;0;8
29380;Educação Física;8,23;6,68;7,35;1;8;Cursando;0;0;0;8
29381;Gastronomia;9,15;6,55;8;1;4;Aluno Formado;0;1;0;10
29382;Gastronomia;8,9;5;6,96;1;6;Aluno Formado;0;1;0;10
29384;Gastronomia;8,33;5;7,13;1;10;Cursando;0;1;0;8
29385;Gastronomia;7,9;5;6,08;1;10;Cursando;0;1;0;10
29390;Educação Física;7,5;5,78;6,96;1;8;Cursando;0;1;0;10
29391;Letras;7,26;5,2;6,57;1;14;Cursando;0;1;0;10
29392;Letras;7,7;2,06;5,45;1;8;Cursando;0;1;0;8
29395;Gastronomia;7,7;5;6,19;1;8;Cursando;0;0;0;10
29406;Gastronomia;7,55;5,35;6,5;1;6;Cursando;0;1;0;10
29409;Gastronomia;7,75;5,7;6,73;1;8;Aluno Formado;0;0;0;10
29411;Gastronomia;7,25;5;6,17;1;8;Cursando;0;1;1;10
29413;Gastronomia;9,18;6,28;7,95;1;2;Cursando;0;0;0;8
29415;Gastronomia;7,8;5,65;6,53;1;6;Aluno Formado;0;1;0;10
29418;Gastronomia;8,1;5,37;6,95;1;6;Outros;0;1;0;10
29419;Gastronomia;7,73;3,4;6,1;1;6;Cursando;0;0;0;8
29422;Gastronomia;8,98;5,28;6,98;1;2;Cursando;0;0;0;10
29424;Gastronomia;6,8;4,6;5,44;1;8;Cursando;0;1;0;8
29425;Gastronomia;7,83;5,63;6,64;1;8;Aluno Formado;0;1;0;10
29431;Gastronomia;7,85;2,55;5,3;1;16;Cursando;0;1;0;8
29432;Gastronomia;7,55;5,15;6,05;1;10;Aluno Formado;0;1;0;10
29433;Letras;6,13;1,9;4,38;0;12;Cursando;0;1;1;4
29434;Gastronomia;8,08;5,53;7,2;1;6;Aluno Formado;0;1;0;10
29435;Gastronomia;7,5;5;6,32;1;6;Cursando;0;1;0;10
29436;Gastronomia;8,9;7,3;8,28;1;6;Aluno Formado;0;0;0;10
29437;Gastronomia;8,1;5,2;7,22;1;4;Aluno Formado;0;0;0;10
29438;Gastronomia;8,6;6,8;7,86;1;6;Aluno Formado;0;0;0;10
29440;Gastronomia;9,8;7,95;8,98;1;2;Aluno Formado;0;0;0;10
29441;Gastronomia;8,23;5,73;7,27;1;6;Aluno Formado;0;1;0;10
29451;Administração;8;5,9;6,68;1;16;Aluno Formado;0;0;0;10
29453;Administração;7,83;5,13;6,47;1;12;Aluno Formado;0;0;0;10
29471;Letras;0,5;0;0,07;0;60;Cursando;0;0;0;4
29475;Letras;7,7;5,78;6,57;1;10;Cursando;0;1;0;8
29479;Educação Física;7,83;5,27;6,55;1;16;Aluno Formado;0;1;0;10
29481;Letras;9,05;5;6,71;1;14;Cursando;0;1;0;10
29482;Enfermagem;7,7;1,25;4,77;0;24;Cursando;0;0;0;8
29483;Letras;9,2;5,96;7,89;1;8;Aluno Formado;0;1;0;10
29484;Biologia;0;0;0;0;36;Cursando;0;1;0;8
29485;Administração;9,38;5,23;7,42;1;2;Aluno Formado;0;0;0;10
29487;Educação Física;8,08;2,81;5,47;1;15;Cursando;0;1;0;10
29491;Enfermagem;7,75;3,6;5,28;1;10;Cursando;0;0;0;6
29493;Administração;9,55;6,53;8,32;1;4;Aluno Formado;0;0;0;10
29496;Enfermagem;7,1;0,5;2,73;0;34;Cursando;0;1;0;8
29498;Administração;0;0;0;0;32;Evadido;1;0;0;6
29499;Enfermagem;8,39;4,5;6,33;1;16;Cursando;0;1;0;8
29508;Letras;7,9;0,5;4,89;0;20;Cursando;0;1;0;4
29509;Enfermagem;8,42;5;6,34;1;12;Cursando;0;1;0;10
29510;Letras;4,15;0;1,33;0;76;Evadido;1;1;0;8
29514;Educação Física;7,63;5;6,14;1;10;Cursando;0;1;0;8
29519;Enfermagem;9,75;5,55;8,03;1;2;Aluno Formado;0;0;0;10
29523;Administração;9,3;5,5;7,8;1;8;Aluno Formado;0;0;0;10
29524;Gastronomia;8,8;7,26;8,17;1;6;Cursando;0;0;0;6
29525;Gastronomia;8,65;7,2;8,11;1;2;Aluno Formado;0;0;0;10
29527;Administração;6,75;4,3;5,33;1;10;Cursando;0;1;0;8
29529;Administração;9,55;6,65;8,69;1;6;Aluno Formado;0;0;0;10
29530;Letras;9,55;8,3;8,73;1;5;Aluno Formado;0;1;0;10
29533;Administração;8,2;6,8;7,45;1;10;Cursando;0;1;0;8
29536;Biologia;6,1;0,75;3,95;0;12;Cursando;0;1;0;8
29537;Administração;7,05;1,78;4,84;0;18;Cursando;0;1;0;8
29542;Letras;0;0;0;0;48;Cursando;0;1;0;6
29544;Matemática;6,35;0,75;3,58;0;12;Cursando;0;0;0;8
29546;Gastronomia;9;5,4;7,75;1;4;Aluno Formado;0;1;0;10
29549;Administração;8,75;6,1;7,74;1;9;Aluno Formado;0;0;0;10
29551;Enfermagem;6,5;2,35;4,94;0;12;Cursando;0;0;0;8
29555;Administração;7,68;3,18;5,86;1;10;Aluno Formado;0;0;0;10
29556;Administração;9,5;6,2;7,55;1;16;Aluno Formado;0;1;0;10
29563;Biologia;6,43;1,25;4,02;0;12;Cursando;0;0;0;6
29564;Administração;7,55;5,7;6,38;1;16;Cursando;0;0;0;8
29565;Administração;8,85;5,45;7,2;1;6;Cursando;0;1;0;10
29566;Matemática;7,53;5;5,96;1;17;Cursando;0;1;0;8
29567;Administração;6,3;0,5;3,14;0;18;Cursando;0;0;0;8
29570;Letras;9,55;5,25;7,4;1;12;Cursando;0;1;0;10
29572;Letras;9,55;5;7,24;1;27;Aluno Formado;0;0;0;10
29579;Matemática;7,18;5;6,19;1;14;Cursando;0;0;0;8
29580;Letras;6,25;1,85;4,2;0;16;Cursando;0;1;0;6
29582;Educação Física;8,05;6,62;7,34;1;0;Aluno Formado;0;0;0;10
29583;Administração;5,44;0,5;2,39;0;28;Outros;0;0;0;6
29584;Gastronomia;8,9;5,5;7,35;1;8;Aluno Formado;0;1;0;10
29586;Enfermagem;8,45;5,4;7,51;1;2;Cursando;0;0;0;10
29589;Educação Física;7,71;5,7;6,82;1;2;Cursando;0;0;0;8
29590;Educação Física;7,68;0,63;3,87;0;12;Cursando;0;0;0;8
29592;Letras;0,5;0;0,15;0;58;Evadido;1;1;1;4
29595;Administração;8,65;2,41;5,39;1;10;Cursando;0;1;0;8
29597;Letras;9,15;5,2;6,82;1;6;Cursando;0;0;0;8
29598;Gastronomia;6,25;2;4,41;0;8;Cursando;0;0;0;8
29599;Enfermagem;5,95;1,25;4,6;0;20;Aluno Formado;0;0;0;10
29601;Letras;7,9;6,09;6,8;1;27;Aluno Formado;0;1;0;10
29604;Gastronomia;8,6;6,2;7,61;1;4;Cursando;0;0;0;10
29606;Educação Física;8,54;5,74;7,24;1;12;Aluno Formado;0;1;0;10
29607;Letras;9,55;8,7;9,09;1;28;Aluno Formado;0;0;0;10
29608;Letras;8,4;6,5;7,15;1;12;Aluno Formado;0;1;0;10
29612;Matemática;7,4;5;6;1;10;Cursando;0;0;0;10
29614;Gastronomia;8,98;5;6,92;1;5;Aluno Formado;0;0;0;10
29618;Letras;8,95;5,77;7,06;1;12;Cursando;0;0;0;8
29619;Administração;7,13;3,38;5,6;1;8;Cursando;0;0;0;8
29620;Administração;9,63;6,76;7,57;1;10;Cursando;0;0;0;10
29621;Letras;7,8;2,36;6,1;1;25;Cursando;0;1;0;8
29624;Educação Física;5;0,5;1,91;0;80;Outros;0;1;0;8
29632;Enfermagem;9,43;6,28;7,51;1;4;Aluno Formado;0;0;0;10
29642;Letras;9,15;6,35;7,57;1;8;Cursando;0;1;0;10
29643;Educação Física;7,09;5;5,94;1;12;Cursando;0;0;0;10
29644;Gastronomia;7,7;4,4;6,37;1;20;Cursando;0;1;0;10
29645;Enfermagem;3,08;0,88;1,59;0;22;Cursando;0;0;0;8
29646;Administração;7,82;2,3;5,51;1;12;Cursando;0;1;0;10
29647;Letras;7,4;5,3;6,62;1;4;Aluno Formado;0;1;0;10
29653;Administração;8,28;5,03;6,32;1;12;Aluno Formado;0;0;0;10
29654;Letras;8,4;3,45;6,95;1;28;Cursando;0;1;0;10
29655;Administração;5;1,05;2,93;0;8;Cursando;0;1;0;6
29658;Gastronomia;9,5;5;6,91;1;6;Cursando;0;1;0;10
29659;Administração;7,75;1,4;4,63;0;28;Evadido;1;1;1;8
29666;Educação Física;8,85;6,1;7,5;1;6;Aluno Formado;0;1;0;10
29668;Biologia;2,2;1;1,8;0;14;Cursando;0;0;0;2
29673;Gastronomia;9,4;7,23;8,26;1;4;Cursando;0;0;0;8
29674;Administração;8,85;1;4,54;0;24;Aluno Formado;0;1;1;10
29675;Administração;8;0;4,76;0;28;Cursando;0;1;0;10
29678;Enfermagem;8,28;1,4;4,2;0;6;Cursando;0;0;0;8
29679;Enfermagem;8,8;5;6,22;1;12;Aluno Formado;0;1;0;10
29680;Administração;8,43;5,78;7,17;1;16;Cursando;0;1;0;10
29682;Enfermagem;9,55;5;6,83;1;6;Outros;0;0;0;10
29684;Letras;9,75;8,05;8,74;1;27;Aluno Formado;0;0;0;10
29686;Administração;8,5;5;6,17;1;10;Aluno Formado;0;0;0;10
29690;Letras;7,84;6,14;7,28;1;17;Aluno Formado;0;1;0;10
29691;Biologia;6,38;0,63;4,03;0;6;Cursando;0;0;0;8
29692;Administração;7,45;5;5,84;1;18;Cursando;0;0;0;10
29695;Educação Física;7,2;6,6;6,9;1;18;Aluno Formado;0;0;0;10
29696;Letras;8,15;5;6,5;1;8;Cursando;0;0;0;8
29708;Educação Física;8,9;7,17;8,17;1;12;Aluno Formado;0;0;0;10
29710;Administração;5,63;0,13;3,04;0;10;Cursando;0;1;0;6
29711;Educação Física;9,15;8,47;8,82;1;4;Cursando;0;1;0;10
29713;Letras;2,55;0,15;1,03;0;22;Cursando;0;0;0;6
29735;Letras;9,55;5,58;7,5;1;12;Aluno Formado;0;0;0;10
29737;Enfermagem;8,5;5;6,15;1;15;Cursando;0;0;0;10
29738;Letras;5,6;1,85;2,9;0;12;Evadido;1;0;0;4
29742;Administração;8,63;5,08;6,5;1;8;Aluno Formado;0;1;0;10
29749;Administração;6,15;1,83;4,38;0;10;Cursando;0;0;0;8
29750;Administração;8,38;6,51;7,78;1;8;Aluno Formado;0;0;0;10
29751;Educação Física;8,45;6,73;7,7;1;12;Aluno Formado;0;1;0;10
29753;Educação Física;4,4;0,7;2,39;0;16;Cursando;0;1;0;8
29755;Administração;7,13;2,73;5,06;1;10;Cursando;0;1;0;6
29757;Administração;9,25;5;6,75;1;4;Aluno Formado;0;0;0;10
29763;Administração;5,08;1,23;3,43;0;18;Evadido;1;1;1;8
29764;Administração;7;5,58;6,21;1;10;Cursando;0;0;0;8
29769;Educação Física;8,73;6,13;7,25;1;6;Aluno Formado;0;1;0;10
29772;Administração;5,9;0,78;4,02;0;21;Cursando;0;0;0;8
29778;Administração;5,16;3,7;4,81;0;10;Cursando;0;0;0;2
29781;Educação Física;9,11;5;6,93;1;12;Cursando;0;1;0;10
29783;Letras;8,69;6,7;7,6;1;8;Cursando;0;0;0;8
29784;Administração;9,25;6,35;7,26;1;8;Cursando;0;1;0;10
29789;Educação Física;8,55;0,75;5,74;1;30;Cursando;0;0;0;10
29796;Administração;9;5,55;6,68;1;20;Aluno Formado;0;1;0;10
29798;Letras;7,45;5;6,24;1;10;Cursando;0;1;0;6
29801;Administração;9,15;5,44;7,2;1;10;Aluno Formado;0;0;0;10
29811;Letras;8,55;5,24;7,4;1;28;Aluno Formado;0;0;0;10
29816;Educação Física;7,75;5;6,27;1;14;Cursando;0;0;0;8
29818;Biologia;6,83;0,63;5,45;1;4;Cursando;0;1;0;8
29823;Educação Física;6;3,3;4,99;0;8;Cursando;0;1;0;8
29825;Educação Física;9,63;5,96;7,62;1;8;Aluno Formado;0;0;0;10
29826;Letras;9,55;6,94;8,29;1;27;Aluno Formado;0;1;0;10
29827;Letras;10;8,35;9,39;1;28;Aluno Formado;0;0;1;10
29833;Gastronomia;7,4;5,2;6,42;1;6;Cursando;0;0;0;8
29834;Educação Física;7,9;5,75;6,94;1;8;Cursando;0;0;0;9
29837;Administração;7,98;5,41;6,6;1;8;Cursando;0;0;0;10
29840;Matemática;8,65;5,05;6,84;1;2;Cursando;0;0;0;10
29850;Administração;9,3;5,2;7,57;1;2;Aluno Formado;0;0;0;10
29854;Letras;8,25;5,9;6,79;1;16;Cursando;0;1;1;8
29856;Educação Física;8,33;3,26;6,04;1;6;Aluno Formado;0;0;0;10
29857;Matemática;8,28;5;6,37;1;12;Cursando;0;1;0;10
29863;Administração;6,33;1,23;4,56;0;12;Evadido;1;1;0;8
29864;Administração;5;0;1,87;0;20;Cursando;0;1;1;6
29866;Administração;8,83;5,18;6,77;1;10;Aluno Formado;0;1;0;10
29868;Letras;9;5;7,19;1;14;Aluno Formado;0;1;0;10
29879;Educação Física;3,05;0,5;1,19;0;40;Evadido;1;1;0;6
29880;Administração;6,58;5,43;6,19;1;2;Cursando;0;1;0;8
29889;Letras;7,65;6,45;6,88;1;28;Aluno Formado;0;0;0;10
29892;Administração;5,88;5;5,35;1;4;Cursando;0;1;0;9
29893;Administração;8,95;5;6,53;1;12;Cursando;0;0;0;8
29894;Administração;5,6;1,7;4,28;0;8;Cursando;0;0;0;8
29896;Biologia;8,03;2,42;6,07;1;16;Cursando;0;0;0;8
29897;Educação Física;9,02;5,63;7,03;1;6;Cursando;0;1;0;10
29903;Enfermagem;6,73;2,58;4,36;0;12;Evadido;1;1;0;8
29907;Educação Física;8,42;5,95;7,45;1;4;Aluno Formado;0;0;0;10
29914;Enfermagem;8,13;5,45;7,42;1;6;Cursando;0;0;0;8
29915;Letras;9,35;5;6,73;1;10;Cursando;0;1;0;9
29917;Biologia;9,08;5,88;6,97;1;4;Cursando;0;0;0;10
29923;Educação Física;9,03;2,38;5,04;1;8;Cursando;0;0;0;8
29933;Letras;7,65;5;5,82;1;12;Cursando;0;0;0;8
29934;Matemática;2,55;0,15;0,42;0;40;Cursando;0;1;0;4
29938;Administração;8,23;5,03;6,26;1;2;Cursando;0;0;0;6
29957;Administração;6,25;0,15;4,17;0;30;Cursando;0;1;0;8
29959;Administração;9,3;7,15;8,23;1;8;Aluno Formado;0;0;0;10
29965;Enfermagem;7,71;1,5;4,67;0;10;Cursando;0;0;0;6
29969;Biologia;9,25;5,65;7,13;1;2;Cursando;0;0;0;8
29980;Biologia;8,43;0;3,75;0;18;Cursando;0;1;0;8
29985;Administração;8,63;5;7,02;1;8;Cursando;0;0;0;8
29987;Administração;9,68;5,23;7,75;1;8;Aluno Formado;0;1;0;10
29990;Enfermagem;7;0,16;2,82;0;28;Cursando;0;1;0;8
29991;Administração;7,98;5,03;6,08;1;12;Aluno Formado;0;1;0;10
30005;Administração;8,65;6,1;7,2;1;8;Aluno Formado;0;0;0;10
30006;Gastronomia;8,9;2,1;6,4;1;8;Cursando;0;1;0;4
30012;Administração;6;5;5,6;1;8;Cursando;0;0;0;4
30018;Gastronomia;7,7;6,05;6,99;1;6;Cursando;0;0;0;8
30024;Letras;6;0,5;2,24;0;14;Evadido;1;0;0;4
32228;Educação Física;6,6;0;2,32;0;22;Cursando;0;1;0;8
32236;Matemática;6,68;5;5,64;1;6;Cursando;0;1;1;8
32243;Administração;1,47;0;0,98;0;26;Cursando;0;1;0;2
32248;Enfermagem;8,37;4,4;6,32;1;8;Cursando;0;0;0;8
32255;Letras;6,7;0;1,59;0;50;Cursando;0;0;0;8
32257;Administração;5,98;4,32;5,19;1;14;Cursando;0;1;0;8
32264;Administração;7,75;5,85;6,5;1;16;Aluno Formado;0;1;1;10
32266;Enfermagem;8,58;4,48;6,4;1;12;Aluno Formado;0;1;0;10
32268;Enfermagem;6,88;2,8;4,81;0;6;Cursando;0;0;0;6
32274;Enfermagem;9,35;5;7,35;1;2;Cursando;0;0;0;8
32276;Enfermagem;4,15;1,5;2,99;0;14;Cursando;0;1;0;6
32291;Letras;8,34;4,03;6,16;1;14;Evadido;1;1;0;8
32293;Letras;9,05;5,97;7,23;1;28;Cursando;0;0;0;10
32299;Administração;7,83;3,43;5,76;1;8;Cursando;0;0;0;6
32300;Letras;8;5;6,54;1;20;Cursando;0;1;1;10
32308;Letras;6,45;3,1;5,22;1;8;Cursando;0;0;0;8
32311;Enfermagem;5;0;1,37;0;38;Cursando;0;1;0;6
32319;Administração;7,32;5;5,49;1;6;Cursando;0;0;0;8
32320;Administração;7;5;5,71;1;8;Cursando;0;0;0;8
32334;Enfermagem;8,19;2,7;5,98;1;8;Cursando;0;1;0;8
32343;Educação Física;5,4;0,75;2,38;0;48;Cursando;0;1;1;6
32357;Administração;8;5,25;6,65;1;8;Aluno Formado;0;1;0;10
32369;Letras;8,25;5,15;6,91;1;8;Cursando;0;0;0;8
32533;Gastronomia;8,1;5,35;6,74;1;16;Cursando;0;0;0;8
32534;Educação Física;8,19;6,03;6,99;1;10;Aluno Formado;0;0;0;10
32536;Biologia;5,68;0,13;3,48;0;20;Evadido;1;1;0;8
32538;Administração;9,48;3,57;5,79;1;10;Cursando;0;0;0;8
32543;Administração;7,8;5,4;6,8;1;12;Cursando;0;0;0;10
32544;Educação Física;8,67;5,27;6,7;1;8;Aluno Formado;0;0;0;10
32700;Gastronomia;8,35;5,15;6,54;1;0;Aluno Formado;0;0;0;10
32709;Administração;7,93;5,78;6,98;1;8;Cursando;0;0;0;10
32711;Administração;6,73;2,18;4,87;0;16;Cursando;0;0;0;10
32717;Letras;9,75;7,33;8,36;1;4;Aluno Formado;0;0;0;10
32728;Administração;8;5,35;6,49;1;12;Aluno Formado;0;0;0;10
32731;Educação Física;9,8;7,41;8,78;1;0;Aluno Formado;0;0;0;10
32735;Gastronomia;7,1;5;5,87;1;12;Cursando;0;0;0;8
32740;Educação Física;8,08;6,67;7,24;1;10;Aluno Formado;0;0;0;10
32745;Letras;8,6;6;7,12;1;28;Aluno Formado;0;0;0;10
32748;Letras;8,6;5,55;7,28;1;28;Aluno Formado;0;0;0;10
32754;Administração;10;6,95;8,54;1;8;Aluno Formado;0;0;0;10
32757;Gastronomia;8,23;1,8;5,86;1;12;Cursando;0;0;0;6
32760;Letras;9,21;7,7;8,22;1;28;Aluno Formado;0;0;0;10
32762;Administração;9;5;6,16;1;16;Cursando;0;0;0;10
32766;Administração;8,5;5,18;6,8;1;14;Aluno Formado;0;0;0;10
32768;Letras;9,2;7,15;8,25;1;2;Cursando;0;0;0;8
32772;Administração;8,75;5,55;6,86;1;8;Aluno Formado;0;0;0;10
32777;Enfermagem;10;6,15;8,32;1;6;Aluno Formado;0;0;0;10
32783;Matemática;8,92;7,55;8,12;1;8;Aluno Formado;0;0;0;10
32786;Matemática;9,65;7;8,09;1;12;Aluno Formado;0;0;0;10
32800;Educação Física;8,3;6,91;7,63;1;8;Aluno Formado;0;0;0;10
32804;Administração;8,88;5,58;7,28;1;8;Aluno Formado;0;0;0;10
32807;Administração;9,73;6,65;8,81;1;4;Aluno Formado;0;0;0;10
32812;Gastronomia;7,6;5,03;6,63;1;8;Aluno Formado;0;0;0;10
32820;Administração;9,5;6,05;7,69;1;10;Aluno Formado;0;0;0;10
32847;Educação Física;9,1;6,91;8,28;1;4;Outros;0;0;0;10
32850;Biologia;8,4;2,2;5,14;1;20;Cursando;0;0;0;6
32864;Matemática;9,1;7,2;8,53;1;6;Cursando;0;0;0;8
32867;Administração;8;5;6,45;1;10;Aluno Formado;0;0;0;10
32870;Administração;8,7;5,81;7,44;1;12;Aluno Formado;0;0;0;10
32879;Administração;0,38;0;0,15;0;36;Evadido;1;0;0;8
32885;Educação Física;8,85;5;6,68;1;8;Cursando;0;0;0;8
32888;Educação Física;8,55;6,37;7,54;1;12;Cursando;0;0;0;10
32892;Administração;6,1;1,85;4,6;0;12;Cursando;0;0;0;8
32900;Administração;8,63;5,38;7,26;1;12;Aluno Formado;0;0;0;10
32903;Enfermagem;9,88;5,93;7,47;1;4;Aluno Formado;0;0;0;10
33298;Administração;5,53;0,88;4,61;0;20;Cursando;0;1;0;6
33301;Administração;7,98;5,13;6,34;1;10;Aluno Formado;0;0;0;10
33302;Letras;5,2;2,55;4,51;0;46;Cursando;0;1;0;6
33303;Administração;8,5;4,1;5,49;1;16;Cursando;0;0;0;10
33305;Administração;8,13;5;6,33;1;12;Aluno Formado;0;1;0;10
33312;Enfermagem;5,95;0,7;2,8;0;24;Cursando;0;1;0;6
33314;Gastronomia;5,5;1,4;4,52;0;12;Cursando;0;1;0;8
33315;Letras;8,25;5,65;7,16;1;28;Cursando;0;1;0;10
33317;Letras;8,7;6,83;7,85;1;26;Aluno Formado;0;1;0;10
33318;Administração;7,35;5,04;6,08;1;12;Cursando;0;1;0;8
33319;Letras;8,45;6,65;7,5;1;10;Cursando;0;0;0;10
33404;Biologia;7,93;5;6,14;1;0;Cursando;0;1;0;8
33407;Letras;8,3;5;6,69;1;6;Cursando;0;1;0;8
33410;Biologia;9,75;5;7,17;1;12;Cursando;0;1;0;8
33411;Educação Física;6,65;0,5;4,32;0;28;Evadido;1;1;1;8
33412;Educação Física;7,75;5;5,97;1;8;Cursando;0;0;0;8
33414;Administração;8,4;5,3;6,72;1;8;Cursando;0;0;0;8
33419;Educação Física;5,33;1,98;4,44;0;16;Cursando;0;0;0;8
33421;Biologia;8,25;5,2;6,28;1;6;Cursando;0;1;0;8
33422;Letras;8,24;5,25;6,53;1;10;Cursando;0;1;0;8
33425;Letras;8,05;5,9;7,02;1;8;Aluno Formado;0;0;0;10
33428;Educação Física;8,45;5,95;7,17;1;12;Cursando;0;1;0;8
33429;Administração;6,24;2,75;5,15;1;16;Cursando;0;1;0;8
33430;Matemática;6,68;1;3,45;0;14;Cursando;0;1;0;6
33432;Administração;8,81;0,63;4,85;0;12;Cursando;0;1;0;8
33433;Letras;9,4;6;7,48;1;10;Cursando;0;0;0;8
33435;Administração;6,08;5;5,33;1;12;Cursando;0;0;0;8
33444;Administração;7,53;3,48;5,56;1;6;Cursando;0;0;0;8
33450;Matemática;5,85;0,5;4,31;0;44;Cursando;0;1;0;8
33452;Letras;8,5;4,35;6,1;1;10;Cursando;0;1;0;8
33454;Educação Física;7,42;6,5;7,03;1;4;Cursando;0;1;0;8
33455;Biologia;8,25;1,2;6,61;1;18;Cursando;0;1;0;8
33457;Biologia;6,15;0,1;1,84;0;20;Evadido;1;1;0;4
33461;Administração;6,08;0,93;3,18;0;6;Cursando;0;1;0;2
33462;Letras;9,5;5;7,63;1;6;Cursando;0;1;0;8
33469;Educação Física;6,65;0;3,64;0;24;Cursando;0;1;0;8
33472;Administração;8,54;5;7,31;1;4;Cursando;0;1;0;8
33473;Administração;7,1;1;4,46;0;12;Cursando;0;1;0;8
33475;Administração;7,38;5,48;6,77;1;8;Cursando;0;1;0;8
33479;Matemática;8,26;5;6,63;1;10;Outros;0;0;0;8
33480;Letras;8,4;1,58;5,4;1;8;Cursando;0;0;0;8
33482;Letras;8,4;1,72;5,63;1;4;Cursando;0;0;0;6
33483;Letras;9;5;7,57;1;8;Cursando;0;1;0;8
33484;Letras;8,64;5;6,69;1;9;Cursando;0;1;0;8
33486;Educação Física;0,5;0;0,08;0;52;Cursando;0;1;0;6
33487;Biologia;8,75;6,3;7,2;1;12;Cursando;0;0;0;8
33489;Gastronomia;7,95;1,8;5,48;1;12;Cursando;0;1;0;8
33494;Administração;5,93;5;5,31;1;8;Cursando;0;0;0;8
33501;Letras;8,32;5,75;7,01;1;8;Cursando;0;0;0;8
33502;Letras;7,1;2,79;5,23;1;4;Cursando;0;0;0;8
33503;Administração;5,86;2,81;4,81;0;16;Cursando;0;1;1;4
33506;Letras;8,82;5;7,04;1;4;Cursando;0;1;0;8
33507;Letras;8,31;5,9;7,32;1;6;Cursando;0;0;0;8
33510;Educação Física;6,33;0,13;4,21;0;10;Cursando;0;0;0;8
33511;Educação Física;9,75;6,7;7,87;1;8;Cursando;0;0;0;8
33512;Educação Física;6;0,25;2,38;0;8;Cursando;0;0;0;8
33513;Letras;9,82;5;6,78;1;10;Cursando;0;1;0;8
33515;Educação Física;6,45;1,25;4,57;0;24;Cursando;0;1;0;6
33517;Matemática;8,28;2,08;6,1;1;8;Cursando;0;0;0;8
33519;Gastronomia;6,83;2,71;4,11;0;8;Cursando;0;1;0;6
33521;Letras;9,32;5,1;7,13;1;8;Cursando;0;1;0;8
33524;Enfermagem;6,45;1,6;4;0;12;Cursando;0;1;1;8
33525;Biologia;8,5;5;6,43;1;4;Cursando;0;1;0;8
33528;Enfermagem;8,38;6,11;7,16;1;2;Cursando;0;0;0;8
33530;Educação Física;4,53;0,63;2,1;0;48;Cursando;0;1;1;8
33531;Letras;8,44;6,55;7,57;1;6;Cursando;0;0;0;8
33532;Letras;9,39;5,85;7,8;1;8;Cursando;0;0;0;8
33533;Gastronomia;5,03;1,1;3,07;0;10;Cursando;0;1;0;6
33534;Enfermagem;5,76;0;4,3;0;14;Cursando;0;0;0;8
33537;Letras;5,6;0;1,53;0;24;Cursando;0;1;0;6
33538;Administração;6,77;5;5,81;1;8;Cursando;0;1;0;8
33539;Enfermagem;7,23;4,15;5,94;1;6;Cursando;0;0;0;8
33546;Letras;9;5,2;6,95;1;10;Cursando;0;1;0;8
33548;Gastronomia;9,2;6,2;7,51;1;3;Cursando;0;1;0;8
33553;Educação Física;7;1;2,88;0;44;Cursando;0;0;0;8
33555;Matemática;8,79;5,05;6,29;1;8;Cursando;0;1;0;8
33558;Letras;8,55;5,28;7,6;1;6;Cursando;0;1;0;6
33559;Enfermagem;9,75;4,1;6,45;1;6;Cursando;0;0;0;8
33561;Letras;8,15;5;6,36;1;20;Cursando;0;1;0;8
33562;Administração;6,18;2,15;4,25;0;46;Cursando;0;1;0;8
33567;Administração;8,4;5,55;7,02;1;8;Cursando;0;1;0;8
33569;Enfermagem;8,6;6,2;7,18;1;13;Aluno Formado;0;1;0;10
33574;Administração;8,4;5,2;7,21;1;4;Cursando;0;1;0;8
33575;Enfermagem;3,42;2,73;3,08;0;14;Evadido;1;1;0;8
33579;Letras;9,75;7,1;8,46;1;6;Cursando;0;0;0;8
33580;Educação Física;7,55;6,39;6,84;1;12;Aluno Formado;0;0;0;10
33582;Administração;9,13;6,5;8,38;1;2;Outros;0;1;0;6
33589;Administração;5,8;3,1;5,02;1;8;Cursando;0;0;0;6
33590;Matemática;9,15;0,81;4,7;0;16;Cursando;0;1;0;8
33592;Enfermagem;9,75;5;7,01;1;4;Cursando;0;1;0;8
33594;Gastronomia;8,13;3,68;6,23;1;12;Cursando;0;0;0;8
33606;Gastronomia;6,8;4,2;5,4;1;12;Cursando;0;1;0;8
33609;Letras;6,71;2,55;4,73;0;16;Cursando;0;0;0;8
33610;Letras;9,6;5;7,53;1;6;Cursando;0;1;0;6
33614;Gastronomia;8,6;6,45;7,48;1;8;Cursando;0;0;0;8
33619;Matemática;7,65;0,9;4,46;0;20;Cursando;0;1;0;8
33622;Letras;8,17;5,15;6,93;1;6;Cursando;0;1;0;8
33624;Administração;5,7;5;5,23;1;6;Cursando;0;1;0;8
33625;Gastronomia;7;0;4,47;0;8;Cursando;0;1;0;8
33627;Enfermagem;9,01;5,95;7,35;1;4;Cursando;0;0;0;8
33628;Administração;6,9;4,05;5,76;1;16;Cursando;0;0;0;8
33630;Biologia;6,99;3,98;5,57;1;10;Cursando;0;0;1;8
